imagen,video,audio,animal,animalLabel,animalDescription,species,speciesLabel,estudio,estudioLabel
http://commons.wikimedia.org/wiki/Special:FilePath/1930%20Yalova%20visit.jpg,,,http://www.wikidata.org/entity/Q6104495,Foks,perro de Mustafa Kemal,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q6122001,Jafrak Philippe Olivier,,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
http://commons.wikimedia.org/wiki/Special:FilePath/Arturo%20Alessandri-decada%201930.jpg,,,http://www.wikidata.org/entity/Q6155312,Ulk,perro,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
http://commons.wikimedia.org/wiki/Special:FilePath/Jet%20of%20Iada.jpg,,,http://www.wikidata.org/entity/Q6188949,Jet of Iada,,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
http://commons.wikimedia.org/wiki/Special:FilePath/Judy%20hu%2042990.jpg,,,http://www.wikidata.org/entity/Q6304312,Judy,ship's dog on board HMS Gnat and HMS Grasshopper,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q6343845,Kabang,dog from the Philippines,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q6389447,Kenmare Sorceress,dog,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
http://commons.wikimedia.org/wiki/Special:FilePath/Premios%20Goya%202018%20-%20Pancho.jpg,,,http://www.wikidata.org/entity/Q6417173,Cook,perro actor,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
http://commons.wikimedia.org/wiki/Special:FilePath/Laddie%20Boy%20portrait%20crop.jpg,,,http://www.wikidata.org/entity/Q6469343,Laddie Boy,airedale Terrier owned by Warren G. Harding,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
http://commons.wikimedia.org/wiki/Special:FilePath/Dustin%20J.%20Lee%20with%20Lex%20in%20Iraq.jpg,,,http://www.wikidata.org/entity/Q6537509,Lex,Military K-9,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q6546419,Lightning,German shepherd who appeared in silent and sound films,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q6697883,Lucky Diamond,Female dog,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q6698088,Luckystar of Ware,,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q6735319,Maida,Dog Crossbreed between a Deerhound and Wolfdog.,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q6786729,Matford Vic,,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
http://commons.wikimedia.org/wiki/Special:FilePath/Asta%20in%20After%20the%20Thin%20Man%20trailer.jpg,,,http://www.wikidata.org/entity/Q6819212,Skippy,Wire Fox Terrier dog actor,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q6842286,Midkiff Seductive,,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q6876637,Miss Ellie,,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
http://commons.wikimedia.org/wiki/Special:FilePath/Spot%20Fetcher%202.jpg,,,http://www.wikidata.org/entity/Q6962578,Spot Fetcher,dog of President George W. Bush,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q6991200,Nemo A534,German Shepherd dog who served in the US Air Force during the Vietnam War,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7033137,Nigger,perro mascota labrador retriever,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7075230,Obo II,first American Cocker Spaniel,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7084299,Old Jock,"English show dog, 1859–1871",http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7100148,Orca,,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7109502,Otto,dachshund-terrier cross,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7123658,Paddy the Wanderer,,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
http://commons.wikimedia.org/wiki/Special:FilePath/Pal%20as%20Lassie%201942.JPG,,,http://www.wikidata.org/entity/Q7126106,Pal,perro collie de pelo largo,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7126285,Palacegarden Malachy,,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7166344,Pepper,"dalmatian dog from Pennsylvania, United States",http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
http://commons.wikimedia.org/wiki/Special:FilePath/Schools-out-our-gang-1930.jpg,,,http://www.wikidata.org/entity/Q7172369,Pete the Pup,Our Gang Dog,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7285629,Rajah,working and performance dog in New Zealand during the 1930s,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
http://commons.wikimedia.org/wiki/Special:FilePath/Rapid-ranger-gideon-hart.jpg,,,http://www.wikidata.org/entity/Q7294175,Rapid Ranger,,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
http://commons.wikimedia.org/wiki/Special:FilePath/Rex%20Cavalier%20King%20Charles%20Spaniel.jpg,,,http://www.wikidata.org/entity/Q7319126,Rex,perro propiedad de Ronald y Nancy Reagan,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7333276,Rifleman Khan,military dog,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7333391,Rigel (RMS Titanic),dog,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
http://commons.wikimedia.org/wiki/Special:FilePath/Rip%20Dicken%20Medal%20Dog%20IWM%20D%205937crop.jpg,,,http://www.wikidata.org/entity/Q7335484,Rip,"mixed-breed terrier, was a Second World War search and rescue dog who was awarded the Dickin Medal for bravery",http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7339927,Rob,Collie dog,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
http://commons.wikimedia.org/wiki/Special:FilePath/Loz%20rocky2.JPG,,,http://www.wikidata.org/entity/Q7356030,Rocky Top's Sundance Kid,,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7360679,Rolf,German Airedale terrier claimed to have been able to perform arithmetic and communicate with humans on an intellectual level,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7362806,Smoky,dog who served in World War II,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7371275,Roundtown Mercedes of Maryscot,,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7380439,Ruppy,,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
http://commons.wikimedia.org/wiki/Special:FilePath/Sabinerarebit.jpg,,,http://www.wikidata.org/entity/Q7396181,Sabine Rarebit,smooth coated Fox Terrier dog,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7397913,Sadie,black Labrador Retriever,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7404541,Salilyn's Condor,English Springer spaniel,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7404542,Salilyn 'N Erin's Shameless,English Springer Spaniel,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7406252,Salty y Roselle,working Guide Dogs in 9/11,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7407054,Sam,army dog,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7407057,Sam,blind pure-bred Chinese Crested hairless dog,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7423515,Sarbi,Australian explosives detection dog,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7439524,Scurlogue Champ,greyhound,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
http://commons.wikimedia.org/wiki/Special:FilePath/Dog%20Statue%20%28Columbia%20County%2C%20Oregon%20scenic%20images%29%20%28colDA0060a%29.jpg,,,http://www.wikidata.org/entity/Q7440695,Seaman (perro Terranova),Named canis familiaris,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7494404,Shep,"dog featured on ""Blue Peter""",http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7496000,Shiba Inu Puppy Cam,Online viral video/series website,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
http://commons.wikimedia.org/wiki/Special:FilePath/Sinbad%20USCG%20publicity%20still.jpg,,,http://www.wikidata.org/entity/Q7521862,Sinbad,mixed-breed dog that was one of two animals to be classified as non-commissioned officers by an arm of the United States military,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
http://commons.wikimedia.org/wiki/Special:FilePath/Slumber%20old%20english%20sheepdog.jpg,,,http://www.wikidata.org/entity/Q7542293,Slumber,Old English Sheepdog,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7547777,Snip Nua,,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7550288,Soccer,Jack Russell Terrier dog actor,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7557687,Soletrader Peek A Boo,,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
http://commons.wikimedia.org/wiki/Special:FilePath/Brian%20Keith%20The%20Westerner%201960.JPG,,,http://www.wikidata.org/entity/Q7577178,Spike,Lop-eared yellow Mastador,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
http://commons.wikimedia.org/wiki/Special:FilePath/Ch%20Strathtay%20Prince%20Albert.jpg,,,http://www.wikidata.org/entity/Q7622178,Strathtay Prince Albert,English Bulldog,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7647489,Susan,dog owned by Queen Elizabeth II,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
http://commons.wikimedia.org/wiki/Special:FilePath/Sutter%20Brown.jpg,,,http://www.wikidata.org/entity/Q7650148,Sutter Brown,,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7653698,Swansea Jack,Welsh dog known for rescuing humans,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
http://commons.wikimedia.org/wiki/Special:FilePath/Sykes%20Dog%20Actor.JPG,,,http://www.wikidata.org/entity/Q7660509,Sykes,dog actor,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7673957,Taco Bell chihuahua,advertising figure and mascot for Taco Bell,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7690254,Taylors Sky,,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
http://commons.wikimedia.org/wiki/Special:FilePath/Judy%20Garland%20Over%20the%20Rainbow%202.jpg,,,http://www.wikidata.org/entity/Q7704028,Terry (perro),acting dog who played Toto in The Wizard of Oz,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7781418,Theo,English Springer Spaniel bomb detection dog,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7800581,Tich,Military dog during World War II,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7800698,Tickle Em Jock,Scottish terrier,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7802239,Tillamook Cheddar,Jack Russell dog that could paint,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
http://commons.wikimedia.org/wiki/Special:FilePath/Tillman%20the%20dog.jpg,,,http://www.wikidata.org/entity/Q7802871,Tillman,English bulldog; Guinness World Record holder for fastest skateboarding dog,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
http://commons.wikimedia.org/wiki/Special:FilePath/Titan%20and%20Diana%20Taylor.jpg,,,http://www.wikidata.org/entity/Q7809730,Titan,American male white Great Dane,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7825128,Toppy,,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7825151,Topscore Contradiction,,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7827441,Torums Scarf Michael,dog,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7831286,Tracey Witch of Ware,,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7833074,Trakr,,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7838632,Treo,,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7861758,Tyson,dog famous for skateboarding,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7917667,Vbos The Kentuckian,,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7919379,Velvet,dog who helped save three climbers,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q7989073,Westmead Hawk,,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q8021383,Willie Bean,,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q8047063,Yakee A Dangerous Liaison,,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q8068831,Zeltim Odie Peterson,,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q8069235,Zentarr Elizabeth,,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q8069810,Zeus,dog,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q8074442,Zorba,Record-setting dog,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
http://commons.wikimedia.org/wiki/Special:FilePath/Nevado%20%26%20Tinjaca%20Simon%20Bolivar%27s%20companions.jpg,,,http://www.wikidata.org/entity/Q9049682,Nevado,perro de Simón Bolívar,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q10394646,Yoda: use the power,"dog, winner of 2011 ""World's Ugliest Dog Contest""",http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q11265315,Q11265315,,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q11272045,Q11272045,,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q11278222,Masao,labrador retriever; Japanese movie dog,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q11293772,Kai-kun,Hokkaido dog actor,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q11307021,Q11307021,,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q11308600,Cynthia,Japanese service dog,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q11315153,Q11315153,,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q11318246,Champy,the first guide dog trained in Japan,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q11331526,Pittenweem Terrier,,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q11483185,Heiji,Japanese tourist guide dog in Oita Prefecture,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q11491334,Q11491334,,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q11581696,Sà pǔ,,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q11605410,Junpei,dog,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q11850427,Aku,perro policía,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q11896577,Tasha,first dog whose genome was determined,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
,,,http://www.wikidata.org/entity/Q12039074,My Own Brucie,,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
http://commons.wikimedia.org/wiki/Special:FilePath/Owney%20with%20tags.jpg,,,http://www.wikidata.org/entity/Q12065066,Owney,19th century dog and unofficial US Postal Service mascot,http://www.wikidata.org/entity/Q144,perro,http://www.wikidata.org/entity/Q465924,cinología
